version;Dimension;Chapter;Block;SecondLevel;ThirdLevel;FourthLevel;levelno;code;parent;mlsort;leafnode;Title;Description;Inclusions;Exclusions;selected;Translated_title;Translated_description;Translated_inclusions;Translated_exclusions
ICFEN2;b;4;0;0;0;0;2;b4;b;1;0;FUNCTIONS OF THE CARDIOVASCULAR, HAEMATOLOGICAL, IMMUNOLOGICAL AND RESPIRATORY SYSTEMS;This chapter is about the functions involved in the cardiovascular system (functions of the heart and blood vessels), the haematological and immunological systems (functions of blood production and immunity), and the respiratory system (functions of respiration and exercise tolerance).;;;1;KARDIOVASKULAARSE, HEMATOLOOGILISE, IMMUNOLOOGILISE JA RESPIRATOORSE SÜSTEEMI FUNKTSIOONID;See peatükk käsitleb kardiovaskulaarsüsteemi (südame ja veresoonte funktsioonid), hematoloogilise ja immuunsüsteemi (vere ja immuunsuse funktsioonid) ning  respiratoorsüsteemiga (hingamise ja koormustaluvuse funktsioonid) seotud funktsioone.;;
ICFEN2;b;4;1;0;0;0;3;b410-b429;b4;1;0;Functions of the cardiovascular system (b410-b429);;;;1;Südame ja veresoonte funktsioonid (b410–b429);;;
ICFEN2;b;4;1;10;0;0;4;b410;b410-b429;1;0;Heart functions;Functions of pumping the blood in adequate or required amounts and pressure throughout the body.;"Inclusions: functions of heart rate, rhythm and output; contraction force of ventricular muscles; functions of heart valves; pumping the blood through the pulmonary circuit; dynamics of circulation to the heart; impairments such as tachycardia, bradycardia and irregular heart beat and as in heart failure, cardiomyopathy, myocarditis, and coronary insufficiency";"Exclusions: blood vessel functions (b415); blood pressure functions (b420); exercise tolerance functions (b455)";1;Südame funktsioonid;Südame kui pumba funktsioon, mis tagab sobiva ja vajaliku verehulga ning vererõhu kogu kehas.;"K.a südame löögisageduse, rütmi ja minutimahu funktsioonid; südamevatsakeste lihaste kontraktsioonijõud; südameklappide funktsioonid; vere pumpamine läbi kopsuvereringe; südamevereringe dünaamika; sellised häired, nagu näiteks  tahhükardia, bradükardia ja ebaregulaarne südamerütm, südamepuudulikkus, kardiomüopaatia, müokardiit ja koronaarpuudulikkus";"V.a veresoonte funktsioonid (b415); vererõhu funktsioonid (b420); koormustaluvuse funktsioonid (b455)"
ICFEN2;b;4;1;10;0;0;5;b4100;b410;1;1;Heart rate;Functions related to the number of times the heart contracts every minute.;Inclusions: impairments such as rates that are too fast (tachycardia) or too slow (bradycardia);;1;Südame löögisagedus;Funktsioonid, mis on seotud südame kokkutõmmete arvuga minutis.;K.a sellised häired, nagu näiteks liiga kiire südame löögisagedus e tahhükardia või liiga aeglane südame löögisagedus e bradükardia ;
ICFEN2;b;4;1;10;1;0;5;b4101;b410;1;1;Heart rhythm;Functions related to the regularity of the beating of the heart.;Inclusions: impairments such as arrhythmias;;1;Südamerütm;Südamelöökide regulaarsusega seotud funktsioonid.;K.a sellised häired, nagu näiteks arütmiad;
ICFEN2;b;4;1;10;2;0;5;b4102;b410;1;1;Contraction force of ventricular muscles;Functions related to the amount of blood pumped by the ventricular muscles during every beat.;Inclusions: impairments such as diminished cardiac output;;1;Südamevatsakeste lihaste kontraktsiooni jõud;Funktsioonid, mis on seotud südamevatsakeste lihaste abil pumbatava vere hulgaga iga südamelöögi ajal.;K.a sellised häired, nagu näiteks vähenenud südame väljutusmaht ;
ICFEN2;b;4;1;10;3;0;5;b4103;b410;1;1;Blood supply to the heart;Functions related to the volume of blood available to the heart muscle.;Inclusions: impairments such as coronary ischaemia;;1;Südame verevarustus;Südamelihase verevarustusega seotud funktsioonid.;K.a selline häire, nagu näiteks südame isheemiatõbi;
ICFEN2;b;4;1;10;8;0;5;b4108;b410;1;1;Heart functions, other specified;;;;1;Südame funktsioonid,  teisiti täpsustatud;;;
ICFEN2;b;4;1;10;9;0;5;b4109;b410;1;1;Heart functions, unspecified;;;;1;Südame funktsioonid, täpsustamata;;;
ICFEN2;b;4;1;15;0;0;4;b415;b410-b429;1;0;Blood vessel functions;Functions of transporting blood throughout the body.;"Inclusions: functions of arteries, capillaries and veins; vasomotor function; functions of pulmonary arteries, capillaries and veins; functions of valves of veins, blockage or constriction of arteries; atherosclerosis, arteriosclerosis, thromboembolism and varicose veins";"Exclusions: heart functions (b410); blood pressure functions (b420); haematological system functions (b430); exercise tolerance functions (b455)";1;Veresoonte funktsioonid;Vere transportimise funktsioonid kogu kehas.;"K.a arterite, kapillaaride ja veenide funktsioonid; vasomotoorne funktsioon; kopsuarterite, -kapillaaride ja -veenide funktsioonid; veeniklappide funktsioonid, arterite ummistumine või ahenemine; ateroskleroos, arterioskleroos, trombemboolia ja veenilaiendid";"V.a südamefunktsioonid (b410); vererõhu funktsioonid (b420); vere ja vereloome e hematoloogilise süsteemi funktsioonid  (b430); koormustaluvuse funktsioonid (b455)"
ICFEN2;b;4;1;15;0;0;5;b4150;b415;1;1;Functions of arteries;Functions related to blood flow in the arteries.;"Inclusions: impairments such as in arterial dilation; arterial constriction such as in intermittent claudication";;1;Arterite funktsioonid;Arterite verevooluga seotud funktsioonid.;"K.a sellised häired, nagu näiteks arterite laienemine; arterite ahenemine nagu vahelduva lonkamise korral";
ICFEN2;b;4;1;15;1;0;5;b4151;b415;1;1;Functions of capillaries;Functions related to blood flow in the capillaries.;;;1;Kapillaaride funktsioonid;Kapillaaride verevooluga seotud funktsioonid.;;
ICFEN2;b;4;1;15;2;0;5;b4152;b415;1;1;Functions of veins;Functions related to blood flow in the veins, and the functions of valves of veins.;"Inclusions: impairments such as venous dilation; venous constriction; insufficient closing of valves as in varicose veins";;1;Veenide funktsioonid;Veenide verevoolu ja veeniklappide talitlusega seotud funktsioonid.;"K.a selllised häired, nagu näiteks veenide laienemine; veenide ahenemine; veeniklappide puudulikkus nagu veenilaiendite korral";
ICFEN2;b;4;1;15;8;0;5;b4158;b415;1;1;Blood vessel functions, other specified;;;;1;Veresoonte funktsioonid, teisiti täpsustatud ;;;
ICFEN2;b;4;1;15;9;0;5;b4159;b415;1;1;Blood vessel functions, unspecified;;;;1;Veresoonte funktsioonid, täpsustamata ;;;
ICFEN2;b;4;1;20;0;0;4;b420;b410-b429;1;0;Blood pressure functions;Functions of maintaining the pressure of blood within the arteries.;"Inclusions: functions of maintenance of blood pressure; increased and decreased blood pressure; impairments such as in hypotension, hypertension and postural hypotension";"Exclusions: heart functions (b410); blood vessel functions (b415); exercise tolerance functions (b455)";1;Vererõhu funktsioonid;Arteriaalse vererõhu säilitamise funktsioonid.;"K.a vererõhu säilimise funktsioonid; kõrge ja madal vererõhk; sellised häired, nagu näiteks hüpotensioon, hüpertensioon ja keha asendist sõltuv hüpotensioon";"V.a südamefunktsioonid (b410); veresoonte funktsioonid (b415); koormustaluvuse funktsioonid (b455)"
ICFEN2;b;4;1;20;0;0;5;b4200;b420;1;1;Increased blood pressure;Functions related to a rise in systolic or diastolic blood pressure above normal for the age.;;;1;Kõrge vererõhk;Funktsioonid, mis on seotud süstoolse või diastoolse vererõhu tõusuga üle ealise normi.;;
ICFEN2;b;4;1;20;1;0;5;b4201;b420;1;1;Decreased blood pressure;Functions related to a fall in systolic or diastolic blood pressure below normal for the age.;;;1;Madal vererõhk;Funktsioonid, mis on seotud süstoolse või diastoolse vererõhu langusega alla ealise normi.;;
ICFEN2;b;4;1;20;2;0;5;b4202;b420;1;1;Maintenance of blood pressure;Functions related to maintaining an appropriate blood pressure in response to changes in the body.;;;1;Vererõhu säilitamine;Funktsioonid, mis on seotud kehas toimuvatele muutustele sobiva vererõhu säilitamisega. ;;
ICFEN2;b;4;1;20;8;0;5;b4208;b420;1;1;Blood pressure functions, other specified;;;;1;Vererõhu funktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;1;20;9;0;5;b4209;b420;1;1;Blood pressure functions, unspecified;;;;1;Vererõhu funktsioonid,  täpsustamata ;;;
ICFEN2;b;4;1;29;0;0;4;b429;b410-b429;1;1;Functions of the cardiovascular system, other specified and unspecified;;;;1;Südame ja veresoonte funktsioonid, teisiti täpsustatud ja täpsustamata;;;
ICFEN2;b;4;2;0;0;0;3;b430-b439;b4;1;0;Functions of the haematological and immunological systems (b430-b439);;;;1;Vere ja immuunsüsteemi funktsioonid (b430–b439);;;
ICFEN2;b;4;2;30;0;0;4;b430;b430-b439;1;0;Haematological system functions;Functions of blood production, oxygen and metabolite carriage, and clotting.;"Inclusions: functions of the production of blood and bone marrow; oxygen-carrying functions of blood; blood-related functions of spleen; metabolite carrying functions of blood; clotting impairments such as anaemia, haemophilia and other clotting dysfunctions";"Exclusions: functions of the cardiovascular system (b410-b429); immunological system functions (b435); exercise tolerance functions (b455)";1;Vere ja vereloome e hematoloogilise süsteemi funktsioonid;Vereloome, hapniku ja ainevahetusproduktide transpordi ning vere hüübimise funktsioonid.;"K.a vereloome ja luuüdi funktsioonid; vere hapnikutranspordi funktsioonid; verega seotud põrna funktsioonid; vere ainevahetusproduktide transpordi funktsioonid; sellised häired, nagu näiteks kehvveresus, veritsustõbi ja muud vere hüübimishäired";"V.a südame ja veresoonte funktsioonid (b410–b429); immuunsüsteemi funktsioonid (b435); koormustaluvuse funktsioonid (b455)"
ICFEN2;b;4;2;30;0;0;5;b4300;b430;1;1;Production of blood;Functions related to the production of blood and all its constituents.;;;1;Vereloome funktsioonid;Vere ja kõigi selle koostisosade loomega seotud funktsioonid.;;
ICFEN2;b;4;2;30;1;0;5;b4301;b430;1;1;Oxygen-carrying functions of the blood;Functions related to the blood's capacity to carry oxygen throughout the body.;;;1;Vere hapnikutranspordi funktsioonid;Vere hapnikutranspordivõimega seotud funktsioonid.;;
ICFEN2;b;4;2;30;2;0;5;b4302;b430;1;1;Metabolite-carrying functions of the blood;Functions related to the blood's capacity to carry metabolites throughout the body.;;;1;Vere ainevahetusproduktide transpordi funktsioonid;Vere ainevahetusproduktide transpordivõimega seotud funktsioonid kogu kehas.;;
ICFEN2;b;4;2;30;3;0;5;b4303;b430;1;1;Clotting functions;Functions related to the coagulation of blood, such as at a site of injury.;;;1;Vere hüübimisfunktsioonid;Vere hüübimisega seotud funktsioonid, nagu näiteks hüübimine vigastuskohas.;;
ICFEN2;b;4;2;30;8;0;5;b4308;b430;1;1;Haematological system functions, other specified;;;;1;Vere ja vereloome e hematoloogilise süsteemi funktsioonid, teisiti täpsustatud ;;;
ICFEN2;b;4;2;30;9;0;5;b4309;b430;1;1;Haematological system functions, unspecified;;;;1;Vere ja vereloome e hematoloogilise süsteemi funktsioonid, täpsustamata ;;;
ICFEN2;b;4;2;35;0;0;4;b435;b430-b439;1;0;Immunological system functions;Functions of the body related to protection against foreign substances, including infections, by specific and non-specific immune responses.;"Inclusions: immune response (specific and non-specific); hypersensitivity reactions; functions of lymphatic vessels and nodes; functions of cell mediated immunity, antibody-mediated immunity; response to immunization; impairments such as in autoimmunity, allergic reactions, lymphadenitis and lymphoedema";Exclusions: haematological system functions (b430);1;Immuunsüsteemi funktsioonid;Keha funktsioonid, mis on seotud  kehavõõraste ainete ja infektsioonide vastase kaitsega spetsiifiliste ja mittespetsiifiliste immuunvastuste kaudu.;"K.a spetsiifiline või mittespetsiifiline immuunvastus; ülitundlikkuse reaktsioonid; lümfisoonte ja -sõlmede funktsioonid; rakulise ja humoraalse immuunsuse funktsioonid; immuniseerimise vastus; sellised häired, nagu näiteks autoimmuunsus, allergilised reaktsioonid, lümfadeniit ja lümfödeem";V.a vere ja vereloome e hematoloogilise süsteemi funktsioonid (b430)
ICFEN2;b;4;2;35;0;0;5;b4350;b435;1;0;Immune response;Functions of the body's response of sensitization to foreign substances, including infections.;;;1;Immuunvastus;Funktsioonid, mis on seotud keha reageerimisega kehavõõrastele ainetele, sh infektsioonidele.;;
ICFEN2;b;4;2;35;0;0;6;b43500;b4350;1;1;Specific immune response;Functions of the body's response of sensitization to a specific foreign substance.;;;1;Spetsiifiline immuunvastus;Funktsioonid, mis on seotud keha reageerimisega spetsiifilisele kehavõõrale ainele.;;
ICFEN2;b;4;2;35;0;1;6;b43501;b4350;1;1;Non-specific immune response;Functions of the body's general response of sensitization to foreign substances, including infections.;;;1;Mittespetsiifiline immuunvastus;Funktsioonid, mis on seotud keha üldise reageerimisega kehavõõrastele ainetele, sh infektsioonidele.;;
ICFEN2;b;4;2;35;0;8;6;b43508;b4350;1;1;Immune response, other specified;;;;1;Immuunvastuse funktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;2;35;0;9;6;b43509;b4350;1;1;Immune response, unspecified;;;;1;Immuunvastus, täpsustamata;;;
ICFEN2;b;4;2;35;1;0;5;b4351;b435;1;1;Hypersensitivity reactions;Functions of the body's response of increased sensitization to foreign substances, such as in sensitivities to different antigens.;Inclusions: impairments such as hypersensitivities or allergies;Exclusions: tolerance to food (b5153);1;Ülitundlikkusreaktsioonid;Funktsioonid, mis on seotud keha tugeva reaktsiooniga kehavõõraste ainete, nagu näiteks erinevate antigeenide suhtes.;K.a sellised häired, nagu näiteks ülitundlikkus või allergia;V.a toidutaluvus (b5153)
ICFEN2;b;4;2;35;2;0;5;b4352;b435;1;1;Functions of lymphatic vessels;Functions related to vascular channels that transport lymph.;;;1;Lümfisoonte funktsioonid;Lümfi transportivate lümfisoontega seotud funktsioonid.;;
ICFEN2;b;4;2;35;3;0;5;b4353;b435;1;1;Functions of lymph nodes;Functions related to glands along the course of lymphatic vessels.;;;1;Lümfisõlmede funktsioonid;Lümfisoonte teel paiknevate lümfisõlmedega seotud funktsioonid.;;
ICFEN2;b;4;2;35;8;0;5;b4358;b435;1;1;Immunological system functions, other specified;;;;1;Immuunsüsteemi funktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;2;35;9;0;5;b4359;b435;1;1;Immunological system functions, unspecified;;;;1;Immuunsüsteemi funktsioonid, täpsustamata;;;
ICFEN2;b;4;2;39;0;0;4;b439;b430-b439;1;1;Functions of the haematological and immunological systems, other specified and unspecified;;;;1;Vere ja immuunsüsteemi funktsioonid, teisiti täpsustatud ja täpsustamata;;;
ICFEN2;b;4;3;0;0;0;3;b440-b449;b4;1;0;Functions of the respiratory system (b440-b449);;;;1;Hingamissüsteemi funktsioonid (b440–b449);;;
ICFEN2;b;4;3;40;0;0;4;b440;b440-b449;1;0;Respiration functions;Functions of inhaling air into the lungs, the exchange of gases between air and blood, and exhaling air.;"Inclusions: functions of respiration rate, rhythm and depth; impairments such as apnoea, hyperventilation, irregular respiration, paradoxical respiration, and bronchial spasm, and as in pulmonary emphysema; reduction in airflow through upper and lower airways";"Exclusions: respiratory muscle functions (b445); additional respiratory functions (b450); exercise tolerance functions (b455)";1;Hingamisfunktsioonid;Õhu kopsudesse sissehingamise, vere ja õhu vahelise gaasivahetuse ning õhu kopsudest väljahingamise funktsioonid.;"K.a hingamissageduse, -rütmi ja -sügavuse funktsioonid; sellised häired, nagu näiteks apnoe, hüperventilatsioon, ebaregulaarne hingamine, paradoksaalne hingamine, bronhospasm ja kopsuemfüseem; õhuvoolu vähenemine ülemistes ja alumistes hingamisteedes";"V.a hingamislihaste funktsioonid (b445); muud hingamisfunktsioonid (b450); koormustaluvuse funktsioonid (b455)"
ICFEN2;b;4;3;40;0;0;5;b4400;b440;1;1;Respiration rate;Functions related to the number of breaths taken per minute.;Inclusions: impairments such as rates that are too fast (tachypnoea) or too slow (bradypnoea);;1;Hingamissagedus;Minutis tehtavate hingamistsüklite arvuga seotud funktsioonid.;K.a sellised häired, nagu näiteks liiga kiire hingamine e tahhüpnoe või liiga aeglane hingamine e bradüpnoe ;
ICFEN2;b;4;3;40;1;0;5;b4401;b440;1;1;Respiratory rhythm;Functions related to the periodicity and regularity of breathing.;Inclusions: impairments such as irregular breathing;;1;Hingamisrütm;Hingamise perioodilisuse ja korrapärasusega seotud funktsioonid.;K.a selline häire, nagu näiteks ebaregulaarne hingamine;
ICFEN2;b;4;3;40;2;0;5;b4402;b440;1;1;Depth of respiration;Functions related to the volume of expansion of the lungs during breathing.;Inclusions: impairments such as superficial or shallow respiration;;1;Hingamissügavus;Hingamise ajal kopsude mahu suurenemisega seotud funktsioonid.;K.a sellised häired, nagu näiteks pindmine või rindkerehingamine;
ICFEN2;b;4;3;40;8;0;5;b4408;b440;1;1;Respiration functions, other specified;;;;1;Hingamisfunktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;3;40;9;0;5;b4409;b440;1;1;Respiration functions, unspecified;;;;1;Hingamisfunktsioonid, täpsustamata;;;
ICFEN2;b;4;3;45;0;0;4;b445;b440-b449;1;0;Respiratory muscle functions;Functions of the muscles involved in breathing.;"Inclusions: functions of thoracic respiratory muscles; functions of the diaphragm; functions of accessory respiratory muscles";"Exclusions: respiration functions (b440); additional respiratory functions (b450); exercise tolerance functions (b455)";1;Hingamislihaste funktsioonid;Hingamises osalevate lihaste funktsioonid.;"K.a rindkere hingamislihaste funktsioonid; diafragma funktsioonid; hingamise abilihaste funktsioonid";"V.a hingamisfunktsioonid (b440); muud hingamisfunktsioonid (b450); koormustaluvuse funktsioonid (b455)"
ICFEN2;b;4;3;45;0;0;5;b4450;b445;1;1;Functions of the thoracic respiratory muscles;Functions of the thoracic muscles involved in breathing.;;;1;Rindkere hingamislihaste funktsioonid;Hingamisel osalevate rindkerelihaste funktsioonid.;;
ICFEN2;b;4;3;45;1;0;5;b4451;b445;1;1;Functions of the diaphragm;Functions of the diaphragm as involved in breathing.;;;1;Diafragma funktsioonid;Diafragma funktsioonid hingamisel.;;
ICFEN2;b;4;3;45;2;0;5;b4452;b445;1;1;Functions of accessory respiratory muscles;Functions of the additional muscles involved in breathing.;;;1;Hingamise abilihaste funktsioonid;Hingamisel osalevate muude lihaste funktsioonid.;;
ICFEN2;b;4;3;45;8;0;5;b4458;b445;1;1;Respiratory muscle functions, other specified;;;;1;Hingamislihaste funktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;3;45;9;0;5;b4459;b445;1;1;Respiratory muscle functions, unspecified;;;;1;Hingamislihaste funktsioonid, täpsustamata;;;
ICFEN2;b;4;3;49;0;0;4;b449;b440-b449;1;1;Functions of the respiratory system, other specified and unspecified;;;;1;Hingamissüsteemi funktsioonid, teisiti täpsustatud ja täpsustamata;;;
ICFEN2;b;4;4;0;0;0;3;b450-b469;b4;1;0;Additional functions and sensations of the cardiovascular and respiratory systems (b450-b469);;;;1;Muud südame ja veresoonte ning hingamissüsteemi funktsioonid ja nendega seonduvad aistingud (b450–b469);;;
ICFEN2;b;4;4;50;0;0;4;b450;b450-b469;1;0;Additional functions of the respiratory system;Additional functions related to breathing, such as producing and transporting airway secretions, coughing, sneezing and yawning.;Inclusions: functions of blowing, whistling and mouth breathing;;1;Muud hingamisfunktsioonid;Muud hingamisega seotud funktsioonid, nagu näiteks hingamisteede sekretsiooni tekitamine ja transportimine, köhimine, aevastamine ja haigutamine.;K.a puhumise, vilistamise ja suu kaudu hingamise funktsioonid;
ICFEN2;b;4;4;50;0;0;5;b4500;b450;1;1;Functions of breathing thorugh the mouth;;Inclusions: functions of blowing and whistling;;1;Suu kaudu hingamise funktsioonid;Funktsioonid, mis on seotud suu kaudu hingamisega;K.a puhumise ja vilistamise funktsioonid;
ICFEN2;b;4;4;50;1;0;5;b4501;b450;1;1;Functions of coughing;;;;1;Köhimise funktsioonid;;;
ICFEN2;b;4;4;50;2;0;5;b4502;b450;1;1;Functions of sneezing;;;;1;Aevastamise funktsioonid;;;
ICFEN2;b;4;4;50;3;0;5;b4503;b450;1;1;Functions of yawning;;;;1;Haigutamise funktsioonid;;;
ICFEN2;b;4;4;50;4;0;5;b4504;b450;1;0;Funtions related to mucus;;;;1;Limaga seotud funktsioonid;;;
ICFEN2;b;4;4;50;4;0;6;b45040;b4504;1;1;Production of mucus;;;;1;Lima tootmine;Funktsioonid, mis on seotud lima tootmisega ülemistes ja alumistes hingamisteedes.;;
ICFEN2;b;4;4;50;4;1;6;b45041;b4504;1;1;Transportation of mucus;;;;1;Lima transportimine;Funktsioonid, mis on seotud lima transportimisega ülemistest ja alumistest hingamisteedest.;;
ICFEN2;b;4;4;50;4;8;6;b45048;b4504;1;1;Functions related to mucus, other specified;;;;1;Limaga seotud funktsioonid,  teisiti täpsustatud;;;
ICFEN2;b;4;4;50;4;9;6;b45049;b4504;1;1;Functions related to mucus, not specified;;;;1;Limaga seotud funktsioonid, täpsustamata;;;
ICFEN2;b;4;4;50;8;0;5;b4508;b450;1;1;Additional functions of the respiratory system, other specified;;;;1;Muud hingamissüsteemi funktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;4;50;9;0;5;b4509;b450;1;1;Additional functions of the respiratory system, unspecified;;;;1;Muud hingamissüsteemi funktsioonid, täpsustamata;;;
ICFEN2;b;4;4;55;0;0;4;b455;b450-b469;1;0;Exercise tolerance functions;Functions related to respiratory and cardiovascular capacity as required for enduring physical exertion.;Inclusions: functions of physical endurance, aerobic capacity, stamina and fatiguability;"Exclusions: functions of the cardiovascular system (b410-b429); haematological system functions (b430); respiration functions (b440); respiratory muscle functions (b445); additional respiratory functions (b450)";1;Koormustaluvuse funktsioonid;Kehalise koormuse ajal vajaliku respiratoorse ja kardiovaskulaarse suutlikkusega seotud funktsioonid.;K.a füüsilise vastupidavuse, aeroobse suutlikkuse, vastupidavuse ja väsimise funktsioonid;"V.a südame ja veresoonte funktsioonid (b410–b429); vere ja vereloome e hematoloogilise süsteemi funktsioonid   (b430); hingamisfunktsioonid (b440); hingamislihaste funktsioonid (b445); muud hingamisfunktsioonid (b450)"
ICFEN2;b;4;4;55;0;0;5;b4550;b455;1;1;General physical endurance;Functions related to the general level of tolerance of physical exercise or stamina.;;;1;Üldine füüsiline vastupidavus;Kehalise koormustaluvuse või üldise vastupidavuse tasemega seotud funktsioonid.;;
ICFEN2;b;4;4;55;1;0;5;b4551;b455;1;1;Aerobic capacity;Functions related to the extent to which a person can exercise without getting out of breath.;;;1;Aeroobne võimekus;Funktsioonid, mis on seotud sellega, millisel määral saab inimene ennast enne hingelduse tekkimist füüsiliselt koormata.;;
ICFEN2;b;4;4;55;2;0;5;b4552;b455;1;1;Fatiguability;Functions related to susceptibility to fatigue, at any level of exertion.;;;1;Väsimine;Väsimustundega seotud funktsioonid mistahes pingutuse tasemel.;;
ICFEN2;b;4;4;55;8;0;5;b4558;b455;1;1;Exercise tolerance functions, other specified;;;;1;Koormustaluvuse funktsioonid,  teisiti täpsustatud;;;
ICFEN2;b;4;4;55;9;0;5;b4559;b455;1;1;Exercise tolerance functions, unspecified;;;;1;Koormustaluvuse funktsioonid, täpsustamata ;;;
ICFEN2;b;4;4;60;0;0;4;b460;b450-b469;1;1;Sensations associated with cardiovascular and respiratory functions;Sensations such as missing a heart beat, palpitation and shortness of breath.;Inclusions: sensations of tightness of chest, feelings of irregular beat, dyspnoea, air hunger, choking, gagging and wheezing;Exclusions: sensation of pain (b280);1;Südame-veresoonkonna ja hingamisfunktsioonidega seonduvad aistingud;Südamepekslemise, südamelöökide vahelejäämise ja õhupuuduse tunne.;K.a surumistunne rinnus, ebaregulaarsete südamelöökide, hingelduse, õhupuuduse, lämbumise, vilistava hingamise tunne;V.a valuaisting (b280)
ICFEN2;b;4;4;69;0;0;4;b469;b450-b469;1;1;Additional functions and sensations of the cardiovascular and respiratory systems, other specified and unspecified;;;;1;Südame ja veresoonte ning hingamissüsteemi muud funktsioonid ja aistingud, teisiti täpsustatud ja täpsustamata ;;;
ICFEN2;b;4;4;98;0;0;4;b498;b4;1;1;Functions of the cardiovascular, haematological, immunological and respiratory systems, other specified;;;;1;Südame ja veresoonte, vere, immuun- ja hingamissüsteemi funktsioonid, teisiti täpsustatud;;;
ICFEN2;b;4;4;99;0;0;4;b499;b4;1;1;Functions of the cardiovascular, haematological, immunological and respiratory systems, unspecified;;;;1;Südame ja veresoonte, vere, immuun- ja hingamissüsteemi funktsioonid,  täpsustamata;;;
ICFEN2;b;5;0;0;0;0;2;b5;b;1;0;FUNCTIONS OF THE DIGESTIVE, METABOLIC AND ENDOCRINE SYSTEMS;This chapter is about the functions of ingestion, digestion and elimination, as well as functions involved in metabolism and the endocrine glands.;;;1;SEEDE-, AINEVAHETUS- JA ENDOKRIINSÜSTEEMI FUNKTSIOONID;See peatükk käsitleb suu kaudu manustamise, seedimise, eritusfunktsioonide ning ainevahetuse ja endokriinnäärmetega seotud funktsioone.;;
ICFEN2;b;5;1;0;0;0;3;b510-b539;b5;1;0;Functions related to the digestive system (b510-b539);;;;1;Seedesüsteemiga seotud funktsioonid (b510–b539);;;
ICFEN2;b;5;1;10;0;0;4;b510;b510-b539;1;0;Ingestion functions;Functions related to taking in and manipulating solids or liquids through the mouth into the body.;"Inclusions: functions of sucking, chewing and biting, manipulating food in the mouth, salivation, swallowing, burping, regurgitation, spitting and vomiting; impairments such as dysphagia, aspiration of food, aerophagia, excessive salivation, drooling and insufficient salivation";Exclusions: sensations associated with digestive system (b535);1;Suu kaudu manustamise funktsioonid;Tahkete või vedelate ainete suu kaudu manustamise, suus liigutamise ja suust organismi viimisega seotud funktsioonid.;"K.a imemise, närimise ja hammustamise, toidu suus töötlemise, süljeerituse, neelamise, röhitsemise, maosisaldise tagasivoolu e regurgitatsiooni, sülitamise ja oksendamise funktsioonid; sellised häired, nagu näiteks neelamishäire e düsfaagia, toidu hingamisteedesse tõmbamine e aspiratsioon, aerofaagia, liigne süljeeritus, ilastamine ja ebapiisav süljeeritus";V.a seedesüsteemiga seonduvad aistingud (b535)
ICFEN2;b;5;1;10;0;0;5;b5100;b510;1;1;Sucking;Functions of drawing into the mouth by a suction force produced by movements of the cheeks, lips and tongue.;;;1;Imemine;Põskede, huulte ja keele liigutustest tekkiva imemisjõu abil suhu tõmbamise funktsioonid.;;
ICFEN2;b;5;1;10;1;0;5;b5101;b510;1;1;Biting;Functions of cutting into, piercing or tearing off food with the front teeth.;;;1;Hammustamine;Esihammastega toidu katki lõikamise, tükeldamise või rebimise funktsioonid.;;
ICFEN2;b;5;1;10;2;0;5;b5102;b510;1;1;Chewing;Functions of crushing, grinding and masticating food with the back teeth (e.g. molars).;;;1;Närimine;Tagahammastega (nt molaaridega) toidu purustamise, peenestamise ja mälumise funktsioonid.;;
ICFEN2;b;5;1;10;3;0;5;b5103;b510;1;1;Manipulation of food in the mouth;Functions of moving food around the mouth with the teeth and tongue.;;;1;Toidu liigutamine suus;Keele ja hammastega toidu suus liigutamise funktsioonid.;;
ICFEN2;b;5;1;10;4;0;5;b5104;b510;1;1;Salivation;Function of the production of saliva within the mouth.;;;1;Süljeeritus;Suus sülje tootmise funktsioon.;;
ICFEN2;b;5;1;10;5;0;5;b5105;b510;1;0;Swallowing;Functions of clearing substances, such as food, drink or saliva through the oral cavity, pharynx and oesophagus into the stomach at an appropriate rate and speed.;"Inclusions: oral, pharyngeal or oesophageal dysphagia; impairments in oesophageal passage substances";;1;Neelamine;Suuõõne, neelu ja söögitoru kaudu sobiva kiirusega ja sobivas koguses toidu, joogi või sülje makku juhtimise funktsioonid.;"K.a suu, neelu või söögitoru neelamishäire e düsfaagia; söögitoru läbimise häired ";
ICFEN2;b;5;1;10;5;0;6;b51050;b5105;1;1;Oral swallowing;Function of clearing substances through the oral cavity at an appropriate rate and speed.;Inclusions: drooling;;1;Suu kaudu neelamine;Sobiva kiirusega ja sobivas koguses toidu, joogi või sülje läbi suuõõne juhtimise funktsioon.;K.a ilastamine;
ICFEN2;b;5;1;10;5;1;6;b51051;b5105;1;1;Pharyngeal swallowing;Function of clearing substances through the pharynx at an appropriate rate and speed.;;;1;Neelu kaudu neelamine;Sobiva kiirusega ja sobivas koguses toidu, joogi või sülje läbi neelu juhtimise funktsioon.;;
